iter	RMSE
296	0.06773984554
297	0.06749059102
298	0.06723181048
299	0.0670742659
300	0.06700193717
301	0.06683999377
302	0.06661587323
303	0.06644854263
304	0.06623679782
305	0.06595802465
306	0.06561216147
307	0.06554969044
308	0.06537154046
309	0.06533563515
310	0.06509387539
311	0.06487186203
312	0.06475508228
313	0.06452187037
314	0.06437649392
315	0.06426414086
316	0.0639813911
317	0.06381575323
318	0.06370186689
319	0.06357937831
320	0.06333872725
321	0.06315892228
322	0.06291495852
323	0.06279937094
324	0.06258152687
325	0.06251560194
326	0.06248525424
327	0.06231382457
328	0.06211019158
329	0.06188148208
330	0.06160069384
331	0.06144621422
332	0.06120690828
333	0.06111326179
334	0.06094386297
335	0.06065730815
336	0.06061995947
337	0.06057340364
338	0.06042272249
339	0.06031310952
340	0.06009022115
341	0.05993340915
342	0.05978980869
343	0.0595774751
344	0.05946202681
345	0.0594294245
346	0.0593717638
347	0.05927403415
348	0.05913013716
349	0.05902706296
350	0.05885437754
351	0.05876307444
352	0.05870594283
353	0.05855155219
354	0.05848966176
355	0.05820845229
356	0.05794411773
357	0.05771633644
358	0.05769101454
359	0.05758288781
360	0.05754620733
361	0.05743506157
362	0.05733185042
363	0.05724799743
364	0.05721147038
365	0.05706024077
366	0.05692364729
367	0.05682482115
368	0.05661570454
369	0.05638748024
370	0.05633092465
371	0.05618531118
372	0.05604156137
373	0.05597279808
374	0.05578885983
375	0.05558033211
376	0.05539363693
377	0.05533665211
378	0.05513304952
379	0.05506081533
380	0.05492586541
381	0.05479409969
382	0.05475828373
383	0.05465498733
384	0.05452058016
385	0.05438959103
386	0.05428536318
387	0.05418920342
388	0.05396046542
389	0.05390123283
390	0.05377909485
391	0.05371750546
392	0.05363792006
393	0.0535640695
394	0.05341058566
395	0.0533484899
396	0.05323672133
397	0.05303236004
398	0.05291325956
399	0.05272237516
400	0.05250690411
401	0.05236871696
402	0.05228123295
403	0.05212646087
404	0.05204030581
405	0.05198415349
406	0.05189810463
407	0.05166530704
408	0.05146679011
409	0.05144362943
410	0.05138863628
411	0.05132935876
412	0.05127542326
413	0.05119184751
414	0.05101288723
415	0.05099737559
416	0.05091544508
417	0.05088385399
418	0.05084446203
419	0.0506094837
420	0.05050011928
421	0.05048113177
422	0.05037012962
423	0.05016688175
424	0.05000591414
425	0.04993249212
426	0.04979873995
427	0.04978337455
428	0.04968572644
429	0.04956645755
430	0.04954823715
431	0.0494011977
432	0.0492012405
433	0.0491304698
434	0.04900558154
435	0.04892913032
436	0.04881495175
437	0.0486819426
438	0.04851925505
439	0.04839325447
440	0.0482781613
441	0.04808002506
442	0.04799872357
443	0.04785732014
444	0.04772244424
445	0.04766338481
446	0.04762247042
447	0.04750639743
448	0.04739334311
449	0.04732282806
450	0.04716247935
451	0.04695338461
452	0.04681698881
453	0.04669824828
454	0.04654320113
455	0.04640414016
456	0.04633250131
457	0.04622734519
458	0.04609477099
459	0.04605018038
460	0.04599222485
461	0.04597719669
462	0.04589989192
463	0.04584811189
464	0.04566108817
465	0.04548460187
466	0.04536093429
467	0.04533074219
468	0.0451816224
469	0.04516439963
470	0.04508953099
471	0.04500776325
472	0.04496872839
473	0.04484469333
474	0.0447950011
475	0.04468151462
476	0.04461184165
477	0.04449223388
478	0.04442754006
479	0.04441402432
480	0.04439417972
481	0.04425737865
482	0.04413726099
483	0.04399376736
484	0.04390204006
485	0.04384398638
486	0.04369714601
487	0.04364349252
488	0.04358494739
489	0.04350176593
490	0.04330481909
491	0.04325331843
492	0.04323997028
493	0.04319292353
494	0.04305044969
495	0.04294596694
496	0.04290998869
497	0.04285534575
498	0.042808523
499	0.04274417296
500	0.04272930942
501	0.04259690779
502	0.0424921098
503	0.04235046498
504	0.04223243165
505	0.04220576236
506	0.04210982332
507	0.04209587802
508	0.04199515137
509	0.04191120654
510	0.04184669963
511	0.04183039519
512	0.04180919373
513	0.04164506523
514	0.04151619527
515	0.0413839467
516	0.0412832175
517	0.04123490459
518	0.04106426002
519	0.04098926466
520	0.04087771309
521	0.04081263525
522	0.04074809136
523	0.04065252453
524	0.04056061426
525	0.04038982425
526	0.04029215297
527	0.04026956402
528	0.04017934071
529	0.04016994305
530	0.04012893952
531	0.04004636683
532	0.04002426628
533	0.03986540056
534	0.03980204564
535	0.03973576432
536	0.03971160488
537	0.03960253191
538	0.0395823731
539	0.03943940887
540	0.03942872844
541	0.03932598217
542	0.03923733757
543	0.03920960766
544	0.03915589931
545	0.03914429004
546	0.03910804479
547	0.03900831467
548	0.03886459245
549	0.03885145722
550	0.03882667474
551	0.0386885264
552	0.03853841525
553	0.03845959091
554	0.03836433466
555	0.03831112604
556	0.03823389798
557	0.03822388598
558	0.03815501523
559	0.03813754015
560	0.03812762905
561	0.03808116968
562	0.03806308814
563	0.03797691086
564	0.03788194539
565	0.0377560358
566	0.03774696427
567	0.03770911742
568	0.03761181745
569	0.03758176551
570	0.03748887664
571	0.03747745095
572	0.03735594508
573	0.03725201632
574	0.03714689175
575	0.03704306273
576	0.03701616472
577	0.03693598553
578	0.03680333066
579	0.03674030218
580	0.03668081849
581	0.03655541618
582	0.0365193811
583	0.0364104684
584	0.03636079671
585	0.0362375854
586	0.03621270118
587	0.03613255231
588	0.0361138936
589	0.03598899542
590	0.03590288246
591	0.03582295151
592	0.03577588532
593	0.03571305145
594	0.03564978324
595	0.03558155083
596	0.03541946279
597	0.03534821409
598	0.03525881811
599	0.03513380456
600	0.03509142492
601	0.03508383144
602	0.03496133762
603	0.03494441325
604	0.03483628171
605	0.03481543201
606	0.03470981545
607	0.03464543208
608	0.03457769257
609	0.03446378106
610	0.03442811652
611	0.03439723106
612	0.03438674074
613	0.03433343467
614	0.03431304148
615	0.03427499431
616	0.0341569778
617	0.03408579647
618	0.03397736637
619	0.03388385761
620	0.03382137035
621	0.03381660614
622	0.03380705958
623	0.03376936826
624	0.0337164616
625	0.03368404114
626	0.03366894142
627	0.03356392886
628	0.03355390869
629	0.03347196464
630	0.0334030642
631	0.03326273204
632	0.03321320486
633	0.03319164624
634	0.03317987755
635	0.03309477273
636	0.03306280422
637	0.0330331039
638	0.03290650029
639	0.03287935085
640	0.03287058411
641	0.0327943441
642	0.03268569334
643	0.03264109623
644	0.03259323502
645	0.03255894378
646	0.0325435941
647	0.03249670186
648	0.03247751394
649	0.03237226501
650	0.03231890603
651	0.03231136826
652	0.03229359543
653	0.03223764479
654	0.0321174443
655	0.03210565838
656	0.03199995978
657	0.03188877845
658	0.03181021243
659	0.03179721044
660	0.03178742045
661	0.03176871466
662	0.03167016164
663	0.03160179742
664	0.03153364006
665	0.03152792309
666	0.03145973825
667	0.03137827961
668	0.03131933009
669	0.03128904668
670	0.03127762872
671	0.03118519946
672	0.03117512561
673	0.03114086895
674	0.03110916527
675	0.03105602787
676	0.03104829356
677	0.03100355057
678	0.0309663889
679	0.03083507257
680	0.03079455854
681	0.03071448088
682	0.03071028934
683	0.03064198759
684	0.03054949061
685	0.03053517116
686	0.03046916992
687	0.03046464995
688	0.03035562026
689	0.03026123416
690	0.03015807248
691	0.03004856743
692	0.03003999114
693	0.02993638818
694	0.02992967367
695	0.02992152279
696	0.02991300557
697	0.02982733508
698	0.02981966095
699	0.02972108213
700	0.02971750725
701	0.0296538111
702	0.02964616863
703	0.02964062418
704	0.02963244598
705	0.02959216487
706	0.02951908978
707	0.02944871269
708	0.02935718349
709	0.02928498347
710	0.02920543975
711	0.02918894129
712	0.02913777589
713	0.02913139378
714	0.02906838345
715	0.02906050335
716	0.0290487522
717	0.02900467678
718	0.02894954049
719	0.02892327349
720	0.02885746577
721	0.02885070262
722	0.02880618251
723	0.02873264483
724	0.02868503573
725	0.02864059347
726	0.02863538398
727	0.02857526109
728	0.0285434461
729	0.02850629918
730	0.02843311211
731	0.02842935869
732	0.02838558481
733	0.02832479561
734	0.02827884123
735	0.0282090103
736	0.02815806375
737	0.02809810104
738	0.02809279144
739	0.02807352447
740	0.02805593891
741	0.02801836064
742	0.02801033141
743	0.02793808213
744	0.02786995706
745	0.0278058493
746	0.02777038443
747	0.02770127838
748	0.02764385792
749	0.02763619166
750	0.02757749145
751	0.02757110759
752	0.02749118057
753	0.02741292191
754	0.02737477876
755	0.02732379943
756	0.02730155246
757	0.02725219194
758	0.0271585807
759	0.02713669645
760	0.02709449823
761	0.02702766854
762	0.02701464467
763	0.02693269565
764	0.02686641486
765	0.02683615752
766	0.02682683098
767	0.02674695419
768	0.02673611984
769	0.02665247162
770	0.02658741813
771	0.02655214158
772	0.02652330007
773	0.02651596635
774	0.02648534533
775	0.02648209815
776	0.02644981904
777	0.02639541702
778	0.02633643533
779	0.02624030657
780	0.02623566754
781	0.02622674962
782	0.02622177565
783	0.02614860741
784	0.02605366158
785	0.02601551314
786	0.02601168907
787	0.02594118068
788	0.02592087516
789	0.0259010077
790	0.02581757317
791	0.02581054208
792	0.02580568818
793	0.02579640378
794	0.02573691563
795	0.02568078404
796	0.0256523283
797	0.02559681835
798	0.02553303649
799	0.02544729114
800	0.02538308721
801	0.02530518959
802	0.02529188241
803	0.02528509745
804	0.02527706355
805	0.02521819919
806	0.02520247389
807	0.02519200019
808	0.02516228788
809	0.02506422383
810	0.02505811368
811	0.02498468008
812	0.0248941116
813	0.02488883779
814	0.02486898372
815	0.02482141244
816	0.02474610407
817	0.02471383876
818	0.02471015344
819	0.02469135881
820	0.0246640991
821	0.02465836901
822	0.02458342846
823	0.0244914881
824	0.02442937699
825	0.02442544259
826	0.02437665448
827	0.02434099154
828	0.02433689924
829	0.02432833668
830	0.02427460028
831	0.0242368005
832	0.02414822573
833	0.02414385117
834	0.02413570353
835	0.02412761773
836	0.0240795207
837	0.02405524759
838	0.02399865166
839	0.02394182169
840	0.02393728888
841	0.02389534309
842	0.0238341413
843	0.02376770909
844	0.0237647524
845	0.02370553383
846	0.02366203195
847	0.02365813789
848	0.02357264
849	0.02352393722
850	0.02352075844
851	0.02348556681
852	0.02342249294
853	0.02338478577
854	0.02331947129
855	0.0233138549
856	0.02324810165
857	0.023203492
858	0.02318795655
859	0.02314082205
860	0.02313378259
861	0.02306563137
862	0.02302381054
863	0.02295676151
864	0.02289706326
865	0.02286702674
866	0.02286238316
867	0.02285701718
868	0.02284213485
869	0.02279725634
870	0.02275546645
871	0.02266589558
872	0.022608346
873	0.02260094318
874	0.02255183398
875	0.02254718496
876	0.02246504266
877	0.02238216089
878	0.02234464387
879	0.02229089596
880	0.02221783492
881	0.02216499936
882	0.02209265804
883	0.02205056491
884	0.02199338864
885	0.02192416966
886	0.02188007656
887	0.02186358757
888	0.02178965957
889	0.02172560508
890	0.02165100872
891	0.02158612074
892	0.02155967986
893	0.02154144845
894	0.02153154978
895	0.02147107798
896	0.02146080236
897	0.02142638025
898	0.0213644463
899	0.02135782904
900	0.02133842826
901	0.02125873009
902	0.02123240508
903	0.02120457472
904	0.02114607188
905	0.02113075806
906	0.02106107219
907	0.02105611665
908	0.02102742353
909	0.02097238518
910	0.02090791921
911	0.02084204705
912	0.02077846758
913	0.02071012784
914	0.02068192985
915	0.02062132601
916	0.02061121107
917	0.02060961107
918	0.02060488259
919	0.02054172262
920	0.02049672118
921	0.02042600415
922	0.02041221972
923	0.02035129846
924	0.02033147364
925	0.02028162396
926	0.0202773813
927	0.02023415324
928	0.02018741717
929	0.02017584795
930	0.02017192361
931	0.02016780155
932	0.02016227829
933	0.02012573283
934	0.02011434596
935	0.0201028352
936	0.02008323079
937	0.02001593035
938	0.02001144927
939	0.02000252028
940	0.01999790729
941	0.01994171677
942	0.01993392078
943	0.01987130568
944	0.01984262736
945	0.01978103418
946	0.0197157723
947	0.01971127445
948	0.01968542234
949	0.01961013253
950	0.01954826007
951	0.0194927314
952	0.01945855986
953	0.01944727844
954	0.01944390604
955	0.01942057014
956	0.01935212528
957	0.01934549498
958	0.01930152555
959	0.01927858704
960	0.01927590722
961	0.01927248916
962	0.01923551735
963	0.0192312157
964	0.01918416935
965	0.01917812575
966	0.01917406461
967	0.01911670992
968	0.01907540243
969	0.01906961056
970	0.01904492618
971	0.01904162403
972	0.01903264432
973	0.01901600868
974	0.01898382141
975	0.01898070073
976	0.01893108333
977	0.01892352477
978	0.01887797998
979	0.01885951138
980	0.01884002262
981	0.01877921161
982	0.01877716813
983	0.01874121483
984	0.01873041343
985	0.01868893003
986	0.01867096753
987	0.01866801289
988	0.01861432182
989	0.01859110837
990	0.01857677976
991	0.0185469524
992	0.01851947403
993	0.01851035118
994	0.01847881205
995	0.01845321197
996	0.01843931838
997	0.01843682047
998	0.0183729851
999	0.01832936168
